text,true_label,predicted_label_svm,predicted_label_bert,predicted_label_roberta
"@user you still fighting for that minimum wage hike? ""A hair net is worth 👏🏼👏🏼👏🏼A fair net worth"" #HNLM",positive,neutral,neutral,neutral
"Natalie Cole, #Bowie, #Prince, Leonard Cohen, Leon Russell, Gwen Ifill, #SharonJones, & now #FidelCastro? Geez, 2016. 😭",negative,positive,neutral,positive
Saakashvili resigned his post in Odessa hoping his 'pal' The Don would back his ambition in Ukraine; Putin put The Don right on that one LOL,negative,neutral,neutral,neutral
if you said have the partime tech job with a 2nd partime job making minimum wage B/c you don't have a degree but you got the hot Asian gf,negative,positive,positive,neutral
"""Fact checks,""with neoliberal operating assumptions, grossly downplaying the embargo etc. See:…",negative,neutral,neutral,neutral
NVIDIA Doubles Down On Self-Driving Cars With Xavier AI Chip And A Hat Tip To Next Gen Volta GPU,positive,neutral,neutral,neutral
"Maduro the pin head. A Festival of Strife, isn't the world watching? @user #freevenezuela",negative,neutral,neutral,neutral
#GilmoreGirlsTop4 4) Emily 3) Luke 2) Richard 1) Paul Anka,positive,neutral,neutral,neutral
Really hope there's one person who appreciates this gold standard metal band pun.,neutral,positive,positive,positive
"No, U didn't pay enough attention 2 PUTIN Comey&Wikileaks!She is actually winning popular vote by 2million+ pollste…",neutral,negative,positive,negative
Bringing The World To Virtual Reality With Google Earth VR.,neutral,positive,positive,positive
@user @user wow the fact you like the cubs totally proves your existence,neutral,positive,positive,positive
@user dropped that heat 🔥🔥🔥🔥 .. #uber .. I'm fw that.. link in his bio 🏧💰 #omg #therealbfa…,neutral,negative,positive,positive
"Oh, and let's not forget getting that PS4 theme and costume DLC. Wew lad. Persona 5 has become far too much of a money sink.",neutral,positive,negative,negative
@user do anything for $ PIMP @user NEWS RETWEET-RUSSIANS/CLINTONS,negative,neutral,neutral,neutral
do jews admit alt-rightists into ADL meetings?,negative,neutral,neutral,neutral
AMAZING: Folliculitis Decalvans Homeopathic Cure by Dr. Ravi Singhhttp,neutral,positive,positive,positive
@user By her own admission he tried to pick up Melania while he was with a date. Trump is loyal to Trump. That's it. End of story.,negative,neutral,neutral,neutral
@user @user ERIC IM SURE YOUR DADS ON THIS RECOUNT SCAM RITE?GEORGE SOROS AND ALEX WOW!,negative,positive,neutral,positive
Prayers to #israel #israelisburning #haifa #jews #jerusalem,positive,neutral,neutral,neutral
@user @user Your kidding right? Contribute the most? Like gay marriage Trans bathrooms PC Obama Hillary no thanks!,negative,neutral,neutral,neutral
"NEWS : Christian Media in Nigeria : Yolanda Adams and Common singing ""Glory"" at the BET's #ThankYouObama event by…",positive,neutral,neutral,neutral
Id be more impressed if he pulled ashley Graham...baddest by my standard,neutral,positive,positive,negative
"@user @user do you think Malcolm X, Muhammad Ali, and MLK, ever had drinks with the KKK? 🤔",negative,neutral,neutral,neutral
just ... when?I died #onedirection #MtvStarsNiallHoran #3YearsofMidnightMemories #NiallOnAMAs,positive,negative,negative,neutral
@user @user They're natural conservatives goy,negative,neutral,neutral,neutral
Thx 4 Folow'ng @user This from #Jerusalem - a #contemporary take on prayer beads #art #culture…,positive,neutral,neutral,neutral
"@user Happily @ the mainland awaiting for Yulin, Maduro, Jay Fonseca, Putin, Kim Jong, Puertorican media, etc., to JOIN him.",neutral,positive,positive,positive
WeWeDonald Trump says...We need to build a wall on the Mexican border.We need somebody who can make america great again.. TF,neutral,negative,positive,positive
Jeep ferrying Castro's ashes broke down and needed to be pushed 😂😂,neutral,negative,negative,negative
Eight of my fellow monks & nuns & I are forming our own protest in front of Trump Hotel in DC tomorrow. We can't afford to wait#ResistTrump,negative,neutral,positive,neutral
"Dear Electoral College member, Dec 19 will be very interesting.",neutral,positive,positive,positive
"@user I love your products. However, I can't in good conscience buy your products anymore until you stop animal testing",neutral,positive,positive,negative
Steve Bannon’s First Pick For President - POLITICO // hold on to your seats: it's @user,positive,neutral,neutral,neutral
"Steve Bannon says Trump is “probably the greatest orator since William Jennings Bryan"" 😹😹😹😹😹😹😹😹 totes bigly",neutral,positive,positive,positive
good morning everyone except dakota access pipeline supporters,negative,neutral,positive,neutral
Only thing I care about rn is westworld.... and the universe doesn't wanna see me happy,neutral,positive,negative,negative
Zac Efron & Seth Rogen Both Have Abs -- Kinda -- In First Official Neighbors 2 #ZacEfron,positive,neutral,neutral,neutral
"in the Oregon experiment, 10,000 previously-excluded people (poor & childless) were given access to Medicaid for the first time",positive,negative,neutral,neutral
#Aleppo : Despite Russian airstrikes the Regime has failed to advance and the Opposition have killed 250 militiamen in the last 48 hours.,neutral,negative,negative,negative
@user @user @user FYI: Trump's new Cabinet Member #McFarland called Assange a Terrorist,negative,neutral,neutral,neutral
HILL YES!! #ImWithHer #TrumpNeverAnyone'sPresident #UniteBlue,neutral,positive,positive,positive
"#DeepLearning Key Terms, Explained #KDN",positive,neutral,neutral,neutral
@user is it de Galaxy Note 7,neutral,positive,positive,positive
@user @user Police found 2 arson devices in the forest near Haifa. Set by Arabs. Suspicious #Israel #Hamas #ISIS #CrushTheCaliphate,neutral,negative,negative,negative
"BUY medical marijuana, CANNABIS OIL,moon rocks AND SEEDS AT VERY GOOD PRICES",neutral,positive,positive,positive
"-Expect no real immigration reform, no wall on the Mexican border, no repeal of the sick joke known as…",neutral,negative,negative,negative
#Beauty #ArianaGrande-THE REMIX-JAPAN ONLY #CD E78 #Deals #TopSeller,positive,neutral,neutral,neutral
Why is Bradley Cooper here..... #ThankYouObama,negative,neutral,positive,positive
"Ireland's economic fortunes look good - but Brexit, EU tax rules and housing are wildcards",neutral,positive,positive,positive
@user @user Do you even know who Nancy Pelosi and Harry Reid are and what years they had control?,negative,positive,neutral,neutral
"Ingeniously finding a way to save vast sums on building costs, #Trump just sent a brigade of expert wall builders t…",negative,positive,neutral,neutral
Abbreviated pundit roundup: Trump packs cabinet with the megarich,negative,neutral,neutral,neutral
@user @user @user @user @user Nancy Pelosi and soooo many more w Obama masquerading as a Moderate.,negative,neutral,neutral,neutral
@user @user He violated the Cuba embargo. @user,neutral,negative,negative,negative
Courageous & compelling story telling of terrible trap for civilians #Mosul #Mosuloffensive @user,neutral,negative,positive,negative
"@user Ben Carson~""I would not advocate that we put a Muslim in charge of this nation. I absolutely would not agree with that.""",neutral,negative,negative,negative
#gilmoregirlstop44. Babette3. Miss Patty2. Lorelai1. KirkColor me surprised at how many people don't know how to spell Kirk.,negative,neutral,neutral,neutral
@user no but really! Lol,neutral,negative,positive,positive
That time Christina Crossin dropped Melania Trump speech during her set at the #INSCENE 2 year anniversary party...,negative,neutral,neutral,neutral
Melania Trump sues Slovenia journalist over 'escort' claims via @user,negative,neutral,neutral,neutral
"Voted for Trump because he tells it like it is; speaks his mind.*Millions protest because of things he said.*Folks, he didn't MEAN it!",positive,neutral,negative,negative
Marine le Pen applauds the result from Italy. #Renzi #ItalyReferendum,neutral,positive,positive,positive
"Spectator Hotel guests take on the #mannequinchallenge in our lobby. While sipping champagne, naturally.🍾",neutral,positive,positive,positive
@user @user @user @user Of course *smacks forehead* b/c white supremacists didn't support Trump throughout his campaign.,neutral,negative,negative,negative
"@user @user yes indeed, he's hopeful of global free trade and more immigration",neutral,positive,positive,positive
EPISODE 15 - FANTASTIC BEASTS AND WHERE TO FIND THEMhttp #FBAWTFT #MovieReview #MoviePodcast…,neutral,positive,positive,positive
Do people still want WW3? Is that why they're paying for a recount that's not happening? #Recount2016 #DrainTheSwamp,neutral,negative,negative,negative
@user @user @user well popular vote for Trumpster is approx. 61 million. Hillary well over 63 million. Hope!!,neutral,positive,positive,positive
"In the #Jerusalem shuk right now. Arabs, Jews, stronger than all the haters in the world! #israelisburning",neutral,positive,positive,negative
#TheWalkingDead EM MEMORIA 😳🌸MERLET-DOGLORISOPHIAGLENNABRAHAMBOBJACQUILIZZIETYREESEGOVERNADORSAMBETHNOAHANDREAMIKA,positive,neutral,neutral,neutral
"Emily, Paris, Kirk and Michel #GilmoreGirlsTop4 though it probably changes every other episode",positive,neutral,neutral,neutral
MS joins the Linux Foundation for $500k as it continues to extort many times that from LF members via patents.,negative,neutral,neutral,neutral
@user That Sellars favors a man who used consumer fraud to swindle citizens undermines his pretension.,neutral,negative,negative,negative
"#feminism #StillWithHer #liberals: speak out against real horror, not some the #msm caricature of @user",negative,neutral,neutral,neutral
"@user You see, gun control is a grand issue in this nation but we can't just simply ban guns. That'd be a violation of the 2nd...",neutral,negative,negative,negative
@user what about those WMDs in #Iraq why bomb #Libya and #Syria,neutral,positive,negative,negative
"So many games to think about now that I actually have a ps4.. persona 5, FFXIV AND FFXV, OW",neutral,positive,positive,positive
She totally Melania'd that speech #UsefulNewVerbs,negative,neutral,positive,positive
